 ,Price,Area,Avg_Price_Area,Location,Location Id,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1164,31000000,1550,18487.58242,Chembur,297,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1165,32100000,1550,23571.42857,Chembur East,295,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1166,18200000,1050,23571.42857,Chembur East,295,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1167,11000000,585,18487.58242,Chembur,297,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1168,24500000,1120,23571.42857,Chembur East,295,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1169,12200000,632,18487.58242,Chembur,297,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1170,17500000,1050,18487.58242,Chembur,297,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1171,20500000,1060,18487.58242,Chembur,297,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1172,39600000,1485,23571.42857,Chembur East,295,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1173,19000000,1150,23571.42857,Chembur East,295,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1174,12000000,675,23571.42857,Chembur East,295,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1175,10700000,675,23571.42857,Chembur East,295,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1176,32599999,1600,18487.58242,Chembur,297,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1177,18900000,1091,18487.58242,Chembur,297,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1178,9500000,585,18487.58242,Chembur,297,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1179,9200000,620,18487.58242,Chembur,297,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1180,11200000,725,18487.58242,Chembur,297,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1181,6000000,2700,11522.03114,mumbai,192,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1182,16800000,1180,14906.29151,Mulund,236,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
1183,16500000,1180,14906.29151,Mulund,236,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
1184,18000000,1180,14906.29151,Mulund,236,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1
1185,21900000,1412,14906.29151,Mulund,236,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1
1186,3200000,410,7626.389144,Greater Khanda,101,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1187,23500000,1300,18076.92308,link road borivali west,290,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1188,7500000,495,18190.04873,Borivali West,293,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1189,15000000,1450,13307.99836,Manpada,214,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1190,220000000,7600,27957.09764,Andheri West,358,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1
1191,3500000,550,6212.023995,Kalyan East,64,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
1192,12500000,880,12382.69956,Thane West,201,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1
1193,16800000,922,19676.86689,Andheri East,310,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1194,17500000,1050,19676.86689,Andheri East,310,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1195,16500000,1020,19676.86689,Andheri East,310,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1
1196,14800000,915,19676.86689,Andheri East,310,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1197,15000000,915,19676.86689,Andheri East,310,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1198,18000000,1020,19676.86689,Andheri East,310,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1199,4500000,620,7721.09506,Sector12 Kamothe,107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1200,16000000,1515,8928.417794,Kharghar,146,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1201,7600000,1055,7203.791469,Sector 2 Ulwe,89,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1202,28000000,4000,8928.417794,Kharghar,146,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0
1203,11100000,1245,7971.22846,Sector 17 Ulwe,118,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1204,10500000,1165,9439.930274,Sector9 Kamothe,153,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1205,11299999,750,15066.66533,Govind nagar,237,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1206,8600000,608,16901.66032,Malad East,270,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1207,8600000,550,16901.66032,Malad East,270,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1208,16000000,890,17977.52809,Krishanlal Marwah Marg,288,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1209,21000000,620,19767.22182,Andheri,311,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1210,24000000,1000,19767.22182,Andheri,311,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1211,8725000,1135,7687.22467,Sector-9 Ulwe,105,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1212,31500000,1010,22190.18359,Vikhroli,332,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1213,42500000,1200,39364.68942,Parel,380,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1
1214,4700000,1005,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1215,4500000,980,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1216,3200000,680,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1217,3500000,710,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1218,3300000,690,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1219,4000000,715,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1220,3500000,700,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1221,3350000,670,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1222,2650000,560,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1223,2300000,445,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1224,2600000,560,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1225,5700000,1060,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1226,5800000,1064,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1227,6000000,1070,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1228,5200000,995,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1229,4900000,985,5238.739965,Taloja,46,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1230,3800000,675,7317.184483,Petali,92,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1231,4000000,665,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1232,3700000,680,5238.739965,Taloja,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1233,2300000,575,4679.456965,Virar West,30,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1234,3500000,975,4679.456965,Virar West,30,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1235,3720000,930,4679.456965,Virar West,30,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1236,4200000,750,4679.456965,Virar West,30,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1237,3500000,570,4679.456965,Virar West,30,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1238,15000000,2150,7851.852137,Kalamboli,109,3,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1239,18000000,1069,17276.25173,Dahisar,280,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1240,15000000,686,17276.25173,Dahisar,280,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1241,24000000,1000,27957.09764,Andheri West,358,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1242,14000000,650,19676.86689,Andheri East,310,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1243,14700000,1000,22190.18359,Vikhroli,332,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1244,6800000,740,12382.69956,Thane West,201,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1245,16000000,2115,6828.483971,Dombivali,80,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1246,10000000,1595,6828.483971,Dombivali,80,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1247,90000000,5150,18073.37982,Ghatkopar West,289,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
1248,10500000,1503,6828.483971,Dombivali,80,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1249,11700000,1150,12382.69956,Thane West,201,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
1250,5300000,650,12382.69956,Thane West,201,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
1251,7500000,1050,7626.389144,Greater Khanda,101,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1
1252,9800000,585,21133.53303,Mulund West,321,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1253,43700000,1950,18487.58242,Chembur,297,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1254,63000000,2700,18487.58242,Chembur,297,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1255,29000000,1350,23571.42857,Chembur East,295,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1256,37000000,1426,22048.13964,Deonar,331,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1257,3800000,930,4086.021505,Lokhandwala,18,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1258,11500000,650,17692.30769,Patel Nagar,285,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1259,6000000,690,7588.956578,Ulwe,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1260,7800000,1000,7588.956578,Ulwe,98,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1261,8200000,1090,7588.956578,Ulwe,98,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0
1262,16200000,1050,18487.58242,Chembur,297,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1263,12900000,666,18487.58242,Chembur,297,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1264,11500000,600,18487.58242,Chembur,297,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1265,18500000,1000,18487.58242,Chembur,297,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1266,17500000,1070,18487.58242,Chembur,297,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1267,10200000,695,18487.58242,Chembur,297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1268,14100000,625,18487.58242,Chembur,297,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1269,27000000,1361,27957.09764,Andheri West,358,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1
1270,31200000,1470,27957.09764,Andheri West,358,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1271,12500000,765,18487.58242,Chembur,297,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1272,39900000,1556,17847.15997,Ghatkopar East,287,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1273,11500000,1200,18487.58242,Chembur,297,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1274,40000000,1850,23571.42857,Chembur East,295,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1275,22200000,1270,23571.42857,Chembur East,295,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1276,19500000,1073,23571.42857,Chembur East,295,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1277,16500000,1250,23571.42857,Chembur East,295,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1278,14000000,775,18487.58242,Chembur,297,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
1279,20200000,1252,18487.58242,Chembur,297,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
1280,11200000,700,18487.58242,Chembur,297,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
1281,15500000,2000,8928.417794,Kharghar,146,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1
1282,2625000,675,3965.679713,Badlapur,15,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
1283,22000000,1300,12500.49203,Jankalyan Nagar,202,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1284,100000000,2320,43389.07354,Yari Road,387,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1285,145000000,3320,43389.07354,Yari Road,387,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1286,6200000,900,7969.974709,Kamothe,117,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1287,7900000,1065,7969.974709,Kamothe,117,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1288,6900000,850,7971.22846,Sector 17 Ulwe,118,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1289,4400000,610,7969.974709,Kamothe,117,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1290,5700000,670,7969.974709,Kamothe,117,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1291,4000000,600,7971.22846,Sector 17 Ulwe,118,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1292,6350000,900,7969.974709,Kamothe,117,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1293,4500000,610,7969.974709,Kamothe,117,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1294,6700000,980,7969.974709,Kamothe,117,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1295,4400000,610,12934.89707,Thakur complex,205,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1296,65000000,2695,23986.3013,Wadala,346,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1297,3200000,510,5229.816742,Naigaon East,45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1298,2400000,565,5229.816742,Naigaon East,45,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
1299,6500000,1015,9932.145622,Mira Road East,165,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1300,2700000,540,5229.816742,Naigaon East,45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1301,2400000,565,5229.816742,Naigaon East,45,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
1302,2350000,540,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1303,4300000,750,5229.816742,Naigaon East,45,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
1304,3200000,585,5229.816742,Naigaon East,45,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1305,2300000,500,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1306,3250000,585,5229.816742,Naigaon East,45,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1307,2500000,453,5229.816742,Naigaon East,45,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
1308,2450000,500,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1309,3000000,605,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1310,4500000,710,5229.816742,Naigaon East,45,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1311,2800000,510,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1312,2750000,590,5229.816742,Naigaon East,45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1313,2650000,560,5229.816742,Naigaon East,45,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1314,2700000,600,5229.816742,Naigaon East,45,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1315,2200000,500,5229.816742,Naigaon East,45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1316,3800000,556,5229.816742,Naigaon East,45,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1317,31000000,900,41759.66383,Khar West,385,2,0,0,1,1,1,1,0,0,1,0,0,1,0,0
1318,2110000,545,3818.016772,Badlapur West,12,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1319,2077000,620,3818.016772,Badlapur West,12,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1320,10000000,750,15750.9045,Malad West,253,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1321,20500000,908,16043.41805,Kandivali West,258,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0
1322,8600000,650,16043.41805,Kandivali West,258,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
1323,9300000,750,15750.9045,Malad West,253,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1324,12800000,913,16043.41805,Kandivali West,258,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1325,52500000,2700,18190.04873,Borivali West,293,5,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1326,8900000,562,16043.41805,Kandivali West,258,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1327,9800000,750,15750.9045,Malad West,253,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1328,6000000,745,7588.956578,Ulwe,98,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1329,3500000,635,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1330,4100000,600,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1331,7000000,900,8497.18382,Sector 11 Kharghar,137,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1332,8000000,852,8928.417794,Kharghar,146,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1
1333,4700000,690,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1334,5200000,600,8928.417794,Kharghar,146,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1335,7500000,1000,8928.417794,Kharghar,146,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1336,8750000,1205,8928.417794,Kharghar,146,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1337,5200000,560,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1338,7100000,1085,8928.417794,Kharghar,146,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1339,7300000,1000,8928.417794,Kharghar,146,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1340,13000000,1185,8928.417794,Kharghar,146,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1341,15500000,1435,8928.417794,Kharghar,146,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1342,15500000,1530,8928.417794,Kharghar,146,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1343,15000000,1730,8928.417794,Kharghar,146,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1344,4800000,560,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1345,12000000,1600,8928.417794,Kharghar,146,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1346,2600000,390,8928.417794,Kharghar,146,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1347,5300000,600,8928.417794,Kharghar,146,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1348,9500000,1075,8928.417794,Kharghar,146,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1349,7500000,1000,8928.417794,Kharghar,146,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1350,13500000,1300,8928.417794,Kharghar,146,3,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1351,12900000,1235,9932.145622,Mira Road East,165,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1352,9200000,556,16201.27306,Bhandup West,263,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1353,15500000,913,22190.18359,Vikhroli,332,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1354,2476000,540,5787.635587,Vasai east,55,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1355,3700000,400,12044.1149,Ghansoli,197,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1356,6000000,373,16085.79088,Sector8 Sanpada,259,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1357,21500000,1050,20667.5431,Jeejamata Nagar,318,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1358,7500000,650,12678.32168,Shakti Nagar,204,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1359,4900000,550,12382.69956,Thane West,201,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1360,17000000,815,20667.5431,Jeejamata Nagar,318,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1361,8000000,340,16864.58862,Goregaon,269,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1362,11500000,650,17692.30769,Pandurangwadi,286,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1363,11700000,550,21272.72727,Shreyas Colony,323,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1364,7500000,550,15568.18182,Kannamwar Nagar II,250,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1365,7000000,400,15568.18182,Kannamwar Nagar II,250,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1366,8500000,450,18888.88889,gokuldham,303,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1367,11700000,480,24375,Bangur Nagar,349,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1368,4400000,305,14426.22951,Shivaji Colony,232,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1369,11500000,441,22939.95107,Jawahar Nagar,339,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1370,8800000,500,22939.95107,Jawahar Nagar,339,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1371,9000000,350,22939.95107,Jawahar Nagar,339,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1372,8500000,380,22939.95107,Jawahar Nagar,339,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1373,28000000,800,35000,Vedant Complex,375,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1374,2580000,645,3982.697433,Titwala,16,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1375,9350000,1195,8928.417794,Kharghar,146,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1376,4000000,600,7588.956578,Ulwe,98,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1377,14000000,1100,10214.3138,Koparkhairane Station Road,174,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1378,6500000,929,6828.483971,Dombivali,80,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1379,5000000,791,6828.483971,Dombivali,80,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1380,16000000,1290,16901.66032,Malad East,270,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1381,34000000,1540,9932.145622,Mira Road East,165,3,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1382,3700000,925,5229.816742,Naigaon East,45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1383,4400000,670,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1384,8800000,1085,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1385,5200000,685,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1386,4000000,670,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1387,6200000,693,7588.956578,Ulwe,98,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1388,5000000,640,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1389,6500000,1690,7588.956578,Ulwe,98,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1390,6200000,1215,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1391,2750000,385,7588.956578,Ulwe,98,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1392,6500000,1120,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1393,8000000,1235,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1394,4950000,685,7588.956578,Ulwe,98,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1395,7500000,980,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1396,9000000,1100,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1397,6000000,758,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1398,4500000,689,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1399,4700000,648,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1400,7600000,1595,7588.956578,Ulwe,98,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1401,8000000,1250,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1402,5500000,840,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1403,2050000,500,5229.816742,Naigaon East,45,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1404,20000000,1250,18933.21018,Goregaon West,304,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1405,8600000,1045,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1406,8000000,1350,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1407,5100000,1511,7588.956578,Ulwe,98,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1408,6500000,686,7588.956578,Ulwe,98,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1409,8500000,930,7588.956578,Ulwe,98,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1410,4000000,765,5228.75817,Manvel pada Road,44,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1411,12000000,936,12382.69956,Thane West,201,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1412,19400000,1810,12382.69956,Thane West,201,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1413,24100000,2090,12382.69956,Thane West,201,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1414,16200000,1555,12382.69956,Thane West,201,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1415,6193000,1150,5635.448286,Virar,52,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1416,35000000,1855,16474.17801,Nerul,265,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1417,10500000,1187,8000.053072,Sector-18 Ulwe,121,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0
1418,2700000,585,6276.535891,Karanjade,65,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
1419,15200000,1286,16474.17801,Nerul,265,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1420,3700000,640,7976.927902,Panvel,119,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
